PERMITNUMBER,PERMITTYPE,PERMITSUBTYPE,ISSUED,DESCRIPTION,SITE_ADDR,CONTRACTOR_NAME,STATUS
DIS19-08649,HURRICANE MICHAEL,INTERIOR/EXTERIOR, ,Siding. New Window - SEE NOTES,6008 STOCKHOLM PL,"KYLE NICHOLS CONSTRUCTION, LLC",APPLIED
DIS19-08650,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43599,HURRICANE REPAIRS,4339 SCHOONER LN,BARRON CONSTRUCTION OF BAY CNT...,FINALED
DIS19-08651,HURRICANE MICHAEL,ELECTRICAL,43594,ADDITION  W/OUT SERV CHANGE,6130 BAY LINE DR,HARRINGTON ELECTRICAL CONTRACT...,FINALED
DIS19-08652,HURRICANE MICHAEL,ROOF,43594,COMM RE-ROOF 150 SQ,2605 THOMAS DR,"K SIMON CONSTRUCTION, INC",ISSUED
DIS19-08653,HURRICANE MICHAEL,ROOF,43594,REROOF,361 GREENWOOD CIR,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS19-08654,HURRICANE MICHAEL,ROOF,43594,]DAMAGED ROOF REPAIR,129 GWYN DR,"ARC CONTRACTING, LLC",FINALED
DIS19-08655,HURRICANE MICHAEL,ROOF,43594,DAMAGED ROOF REPAIR,131 GWYN DR  A-D,"ARC CONTRACTING, LLC",FINALED
DIS19-08656,HURRICANE MICHAEL,ROOF,43594,DAMAGED ROOF REPAIR,133 GWYN DR,"ARC CONTRACTING, LLC",FINALED
DIS19-08657,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43594,INTERIOR/EXTERIOR REPAIRS,4715 SHANNON LN,BOLT CONSTRUCTION & ROOFING,ISSUED
DIS19-08658,HURRICANE MICHAEL,ROOF,43594,Replacement Roof 17SQ,1212 23RD ST W,EMERALD COAST ROOFING & CONSTR...,ISSUED
DIS19-08659,HURRICANE MICHAEL,ELECTRICAL,43594,SERVICE REPAIR,20022 RING RD,SEXTON ELECTRIC LLC,ISSUED
DIS19-08660,HURRICANE MICHAEL,ROOF,43594,Replacement Roof,3631 MCCALL RD,EMERALD COAST ROOFING & CONSTR...,ISSUED
DIS19-08661,HURRICANE MICHAEL,DEMOLITION,43594,DEMO,3509 D ST,SC HALL CONSTRUCTION INC,ISSUED
DIS19-08662,HURRICANE MICHAEL,ROOF,43594,Replacement Roof 30SQ,2313 16TH ST E,EMERALD COAST ROOFING & CONSTR...,FINALED
DIS19-08663,HURRICANE MICHAEL,ROOF,43594,DAMAGED ROOF REPAIR,516 VENTURE BLVD,"LACEY, BLAKE",ISSUED
DIS19-08664,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43594,INTERIOR/EXTERIOR REPAIRS,5408 WHITNEY DR,GULF COAST CONTRACTORS LA LLC,ISSUED
DIS19-08665,HURRICANE MICHAEL,WINDOWS/DOORS,43594,REPLACE 10 WINDOWS & 3 DOORS,4600 DELWOOD PARK BLVD,HOMETOWN (CRC) CONTRACTORS INC,FINALED
DIS19-08666,HURRICANE MICHAEL,WINDOWS/DOORS,43594,REPLACE 23 WINDOWS & 4 DOORS,1721 9TH ST E,HOMETOWN (CRC) CONTRACTORS INC,ISSUED
DIS19-08667,HURRICANE MICHAEL,INTERIOR,43594,DRYWALL TILE TRIM BASE BOARDS,2323 BRIARWOOD PL,CASA BELLA CONSTRUCTION CO,ISSUED
DIS19-08668,HURRICANE MICHAEL,ELECTRICAL,43594,ELECT FOR  STORM REPAIR,5424 BLUE DOG RD,COLSON'S ELECTRICAL SERVICES L...,ISSUED
DIS19-08669,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43594,INTERIOR/EXTERIOR REPAIRS,7307 EVEREST ST,GULF COAST CONTRACTORS LA LLC,ISSUED
DIS19-08670,HURRICANE MICHAEL,EXTERIOR,43594,GAS PUMPS CANOPY,4808 E HWY 390,CHAPMAN CANOPY INC,ISSUED
DIS19-08671,HURRICANE MICHAEL,ROOF,43594,REROOF,115 TWIN LAKES DR,CORONADO CUSTOM HOMES INC,FINALED
DIS19-08672,HURRICANE MICHAEL,ELECTRICAL,43594,Existing pole inspection (MH)/...,12227 PINE RIDGE RD,,FINALED
DIS19-08673,HURRICANE MICHAEL,ELECTRICAL,43594,Temp Power Pole,9534 JACKSON LN,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08674,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43594,REPAIR  STORM DAMAGE,4020 IRIS LN,JERRY'S FRAMING CREW INC,ISSUED
DIS19-08675,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43594,REPAIR  STORM DAMAGE,4307 GREENLEAF CIR,JERRY'S FRAMING CREW INC,FINALED
DIS19-08676,HURRICANE MICHAEL,ROOF,43594,REROOF,4307 GREENLEAF CIR,JERRY'S FRAMING CREW INC,ISSUED
DIS19-08677,HURRICANE MICHAEL,VINYL SIDING,43594,REPLACE SIDING,5903 SUNSET AVE,YERKES SOUTH INC.,ISSUED
DIS19-08678,HURRICANE MICHAEL,ROOF,43594,Roof over Metal 36SQ,21404 MARLIN AVE,ALDON BOOKHARDT ROOFING INC,FINALED
DIS19-08679,HURRICANE MICHAEL,EXTERIOR,43818,REBUILD POOL SCREEN ENCLOSURE,3709 MILLSTONE CT,ALUMINUM CREATIONS CORPORATION,FINALED
DIS19-08680,HURRICANE MICHAEL,ROOF,43594,REPLACEMENT ROOF 24SQ,1530 BLUEGRASS LN,Guyson (roofing) Construction ...,FINALED
DIS19-08681,HURRICANE MICHAEL,ROOF,43594,REPLACEMENT ROOF 29SQ,5009 MERRITT BROWN WAY,BRIAN MCKENZIE ROOFING,FINALED
DIS19-08682,HURRICANE MICHAEL,ROOF,43595,REROOF - HURRICANE REPAIRS,5419 NICOLE BLVD,Fields Discount Roofing & Cons...,ISSUED
DIS19-08683,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 29SQ,14717 LITTLE BLUE LN,MOORE BROS CONSTRUCTION,ISSUED
DIS19-08684,HURRICANE MICHAEL,ROOF,43595,REROOF,2502 SHADY OAK CT,"KINGS ROOFING, LLC",FINALED
DIS19-08685,HURRICANE MICHAEL,ROOF,43595,REROOF,1037 NORTH BAY DR,Bay Engineering Solutions INC,FINALED
DIS19-08686,HURRICANE MICHAEL,ROOF,43595,REROOF - HURRICAN EREPAIRS,2508 PRETTY BAYOU ISLAND DR,UNIVERSAL CONTRACTING OF FLORI...,ISSUED
DIS19-08687,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43595,REPAIR TRUSSES HURRICANE REPAI...,2508 PRETTY BAYOU ISLAND DR,UNIVERSAL CONTRACTING OF FLORI...,FINALED
DIS19-08688,HURRICANE MICHAEL,INTERIOR,43595,INTERIOR REPAIRS,2832 CYNTHIA CT,JAM CONSTRUCTION & DEVELOPMENT...,FINALED
DIS19-08689,HURRICANE MICHAEL,INTERIOR,43595,INTERIOR REPAIRS,1622 BELMONT BLVD,JAM CONSTRUCTION & DEVELOPMENT...,FINALED
DIS19-08690,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 32SQ,1622 BELMONT BLVD,JAM CONSTRUCTION & DEVELOPMENT...,FINALED
DIS19-08691,HURRICANE MICHAEL,INTERIOR,43595,WITHDRAWN BY CONTRACTOR,2813 KRYSTAL LEIGH CT,JAM CONSTRUCTION & DEVELOPMENT...,WITHDRAWN
DIS19-08692,HURRICANE MICHAEL,ROOF,43595,DAMAGED ROOF REPAIR,400 WATER OAK CIR,"BUILDTEC USA, LLC",FINALED
DIS19-08693,HURRICANE MICHAEL,ELECTRICAL,43637,REPAIR  ELECTRICAL STORM DAMAG...,2300 9TH ST E,"TELFORD REYNOLDS ELECTRIC, INC...",FINALED
DIS19-08694,HURRICANE MICHAEL,ROOF,43595,DAMAGED ROOF REPAIR,1506 TROUT LN,"BARRETT LLC, DBA BAYSIDE ROOFI...",ISSUED
DIS19-08695,HURRICANE MICHAEL,ELECTRICAL,43595,REPAIR  pole for well,7027 BASS WARREN RD,OWNER BUILDER,FINALED
DIS19-08696,HURRICANE MICHAEL,ELECTRICAL,43595,TEMP POLE FOR RV,5713 FRANK HOUGH RD,OWNER/BUILDER,FINALED
DIS19-08697,HURRICANE MICHAEL,ROOF,43599,Residential Hurricane Replacem...,5614 DUNE CREEK TR,CLYDE JOHNSON CONTRACTING & RO...,ISSUED
DIS19-08698,HURRICANE MICHAEL,ROOF,43599,Hurricane Repairs,7419 THOMAS DR,CLYDE JOHNSON CONTRACTING & RO...,ISSUED
DIS19-08699,HURRICANE MICHAEL,DEMOLITION,43595,DEMO HOUSE,5713 FRANK HOUGH RD,M & M Land Clearing & DEMO,ISSUED
DIS19-08700,HURRICANE MICHAEL,EXTERIOR,43595,EXTERIOR  HURRICANE REPAIRS,725 PLANTATION DR,CRAFTSMAN CUSTOM BUILDERS LLC,ISSUED
DIS19-08701,HURRICANE MICHAEL,EXTERIOR,43595,EXTERIOR  HURRICANE REPAIRS,1035 STAR AVE N,CRAFTSMAN CUSTOM BUILDERS LLC,WITHDRAWN
DIS19-08702,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43595,INTER/EXTER REPIARS,6144 RIVERBROOKE DR,CRAFTSMAN CUSTOM BUILDERS LLC,FINALED
DIS19-08703,HURRICANE MICHAEL,ROOF,43595,Residential Hurricane Repairs,4427 PIPELINE RD,DAVID LEWIS ROOFING COMPANY,FINALED
DIS19-08704,HURRICANE MICHAEL,ROOF,43595,Residential Hurricane Replacem...,2404 MARY ANN DR,ATLANTIC ROOFING & EXTERIORS L...,WITHDRAWN
DIS19-08705,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 38SQ,3913 INDIAN SPRINGS RD,GULF COAST ROOFING,FINALED
DIS19-08706,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 51SQ,3677 PRESERVE BLVD,GULF COAST ROOFING,FINALED
DIS19-08707,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 38SQ,3931 INDIAN SPRINGS RD,GULF COAST ROOFING,FINALED
DIS19-08708,HURRICANE MICHAEL,ROOF,43637,Residential Roof,602 STAR AVE N,THERMALWALL STRUCTURES INC,FINALED
DIS19-08709,HURRICANE MICHAEL,ELECTRICAL,43595,REPLACE MH POLE,19704 DICKERSON RD,OWNER BUILDER,FINALED
DIS19-08710,HURRICANE MICHAEL,ROOF,43595,REROOF,155 TREASURE PALMS DR,AP CONSTRUCTION LLC,FINALED
DIS19-08711,HURRICANE MICHAEL,ROOF,43595,REROOF- HURRICANE REPAIRS,7815 PONDEROSA ST,WOODSTUFFS INC,ISSUED
DIS19-08712,HURRICANE MICHAEL,ROOF,43595,Residential Hurricane Repairs,2236 18TH ST E,AMERITECH ENTERPRISES  LLC,WITHDRAWN
DIS19-08713,HURRICANE MICHAEL,ROOF,43595,Residential Hurricane Replacem...,13600 WOODCREST BV,"ECO ROOF AND SOLAR, INC.",FINALED
DIS19-08714,HURRICANE MICHAEL,ROOF,43595,DAMAGED ROOF REPAIR,1605 WAHOO LN,"STORM MASTER CONSTRUCTION, LLC",FINALED
DIS19-08715,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 33SQ,437 HIDDEN ISLAND DR,BRIAN MCKENZIE ROOFING,FINALED
DIS19-08716,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 21 SQ,7232 LAKE SUZZANNE WAY,BRIAN MCKENZIE ROOFING,FINALED
DIS19-08717,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 27 SQ,7906 NORTH LAGOON DR,BRIAN MCKENZIE ROOFING,FINALED
DIS19-08718,HURRICANE MICHAEL,SOFFIT/FASCIA,43595,Soffit/Fascia,6131 RIVERBROOKE DR,NEW VANTAGE CONST LLC,FINALED
DIS19-08719,HURRICANE MICHAEL,ROOF,43595,REROOF,1204 HUNTINGTON RIDGE RD,BOBBY'S ROOFING OF THE FLORIDA...,FINALED
DIS19-08720,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 31SQ,2238 WASHINGTON ST,"ART CONSTRUCTION  OF NW FL, LL...",ISSUED
DIS19-08721,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 30 SQ,7442 CAMP FLOWERS RD,"ART CONSTRUCTION  OF NW FL, LL...",FINALED
DIS19-08722,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 8 SQ,1004 CROOKED LN,"ART CONSTRUCTION  OF NW FL, LL...",FINALED
DIS19-08723,HURRICANE MICHAEL,ROOF,43614,Hurricane Repairs,4932 SPYGLASS DR,"PIT CREW ROOFING AND REPAIR, L...",FINALED
DIS19-08724,HURRICANE MICHAEL,ROOF,43595,REROOF- HURRICANE REPAIRS,7512 HWY 20  E,OWNER BUILDER,FINALED
DIS19-08725,HURRICANE MICHAEL,INTERIOR,43595,DAMAGED INTERIOR REPAIR,2915 SELMA AVE,CINERGY BUILDERS INC.,FINALED
DIS19-08726,HURRICANE MICHAEL,INTERIOR,43595,DAMAGED INTERIOR REPAIR,2817 TRACY LYNN CT,CINERGY BUILDERS INC.,ISSUED
DIS19-08727,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 16SQ,21226 HURST RD,SHEEGOG CONTRACTING,ISSUED
DIS19-08728,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43598,DAMAGED INT EXT REPAIR,6130 RIVERBROOKE DR,PONS CONSTRUCTION CO. INC.,ISSUED
DIS19-08729,HURRICANE MICHAEL,EXTERIOR,43595,DAMAGED EXTERIOR,4336 BYLSMA CIR,PONS CONSTRUCTION CO. INC.,FINALED
DIS19-08730,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 24SQ,5913 SOUTH LAGOON DR,"ELEVATE EXTERIORS, INC.",FINALED
DIS19-08731,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 23 SQ,107 MILL WAY,"ELEVATE EXTERIORS, INC.",FINALED
DIS19-08732,HURRICANE MICHAEL,ROOF,43595,REPLACEMENT ROOF 15 SQ,8627 SURF DR,"ELEVATE EXTERIORS, INC.",FINALED
DIS19-08733,HURRICANE MICHAEL,ROOF,43595,Residential Hurricane Roof Ove...,6116 SOUTH LAGOON DR,TREVATHAN CONSTRUCTION COMPANY...,FINALED
DIS19-08734,HURRICANE MICHAEL,ROOF,43614,Residential Hurricane Roof Ove...,6803 HWY 2311,TREVATHAN CONSTRUCTION COMPANY...,FINALED
DIS19-08735,HURRICANE MICHAEL,ROOF,43595,Residential Hurricane Replacem...,2532 MICHIGAN CT,AKC Contracting,ISSUED
DIS19-08736,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43601,INTER/EXTER REPAIRS,114 MARGARET CIR,ANDERSON CONSTRUCTION COMPANY ...,FINALED
DIS19-08737,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43615,BAY POINT - BUILDING 4,4114 JAN COOLEY DR,CONSULT 2 BUILD INC,FINALED
DIS19-08738,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43607,BAY POINT - BUILDING 7,4114 JAN COOLEY DR,CONSULT 2 BUILD INC,FINALED
DIS19-08739,HURRICANE MICHAEL,DEMOLITION,43598,RES DEMOLITION,379 RED SNAPPER LN,REDMONDS INC.CBC,ISSUED
DIS19-08740,HURRICANE MICHAEL,ROOF,43598,REPLACEMENT ROOF 43 SQ,3943 INDIAN SPRINGS RD,Kilyn Construction Inc (roofin...,ISSUED
DIS19-08741,HURRICANE MICHAEL,DEMOLITION,43598,RES DEMOLITION,9325 LAKE FOREST DR,REDMONDS INC.CBC,ISSUED
DIS19-08742,HURRICANE MICHAEL,MECHANICAL, ,,,"D. R. HORTON, INC.-TEXAS",APPLIED
DIS19-08743,HURRICANE MICHAEL,MECHANICAL, ,REMOVE & REINSTALL HVAC ON ROO...,4726 BAY POINT RD BLDG  6,ALL AMERICAN AIR CONDITIONING ...,APPROVED
DIS19-08744,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5921 NADINE RD LOT A,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08745,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5921 NADINE RD LOT B,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08746,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5921 NADINE RD LOT C,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08747,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5921 NADINE RD LOT H,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08748,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5921 NADINE RD LOT I,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08749,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5921 NADINE RD LOT J,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08750,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5921 NADINE RD LOT L,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08751,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5921 NADINE RD LOT M,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08752,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5921 NADINE RD LOT N,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08753,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5921 NADINE RD LOT O,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08754,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5921 NADINE RD LOT P,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08755,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5116 STAR AVE LOT 7,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08756,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5937 NADINE RD LOT 2,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08757,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5937 NADINE RD LOT 3,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08758,HURRICANE MICHAEL,ELECTRICAL,43598,TEMP POLE FOR RV,5937 NADINE RD LOT 4,DAVE CAPPS ELECTRIC SERVICE,FINALED
DIS19-08759,HURRICANE MICHAEL,INTERIOR,43598,COMM STORM REPAIR,3634 HWY 231,RESTORE ONE,ISSUED
DIS19-08760,HURRICANE MICHAEL,ROOF,43598,REPLACEMENT ROOF 47SQ,2814 BARTOW AVE,"U.S. SHINGLES, LLC",ISSUED
DIS19-08761,HURRICANE MICHAEL,ELECTRICAL,43598,Temp pole for RV,12324 CLEAR CREEK RD,JERRY PYBUS ELECTRIC INC,FINALED
DIS19-08762,HURRICANE MICHAEL,INTERIOR,43628,INTERIOR REPAIRS,7133 YELLOW BLUFF RD,KEVIN SMITH CONTRACTING LLC,ISSUED
DIS19-08763,HURRICANE MICHAEL,ROOF,43598,DAMAGED ROOF REPAIR,2634 HWY 2321,"BREWER, JUSTIN J",FINALED
DIS19-08764,HURRICANE MICHAEL,ELECTRICAL,43598,SERVC REPAIR,2634 HWY 2321,"BREWER, JUSTIN J",FINALED
DIS19-08765,HURRICANE MICHAEL,ROOF,43598,REROOF,1609 CROOKED LN,JERRY WILSON'S ROOFING COMPANY,ISSUED
DIS19-08766,HURRICANE MICHAEL,ROOF,43598,ROOF REPLACEMENT,3500 DRAGON'S RIDGE RD,CENTENNIAL ROOFING CORP,ISSUED
DIS19-08767,HURRICANE MICHAEL,ROOF,43598,ROOF REPLACEMENT,811 WHITE OAK CT,CENTENNIAL ROOFING CORP,ISSUED
DIS19-08768,HURRICANE MICHAEL,ROOF,43598,REROOF,519 BALDWIN RD W,OWNER/BUILDER,ISSUED
DIS19-08769,HURRICANE MICHAEL,ROOF,43599,DAMAGED TRUSS & RAFTERS,8506 WALLCRAFT AVE,BILL WALTHER CONSTRUCTION INC,FINALED
DIS19-08770,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43598,WITHDRAWN,7907 BLANCHE DR,AMERICAN MASTERCRAFT INC.,WITHDRAWN
DIS19-08771,HURRICANE MICHAEL,ROOF, ,NONE,8730 VILLAS OF ST THOMAS 2,,APPLIED
DIS19-08772,HURRICANE MICHAEL,ROOF,43598,COMM ROOF REPLACEMENT,325 34TH ST E,JIM CHONKO ROOFING & CONSTRUCT...,ISSUED
DIS19-08773,HURRICANE MICHAEL,ROOF,43598,REROOF,6510 LAKE SHORE DR,WORTHMANN LLC,ISSUED
DIS19-08774,HURRICANE MICHAEL,ROOF,43598,REROOF,8418 WALLCRAFT AVE,WORTHMANN LLC,FINALED
DIS19-08775,HURRICANE MICHAEL,ROOF,43598,REROOF,11418 1ST ST,WORTHMANN LLC,FINALED
DIS19-08776,HURRICANE MICHAEL,ROOF,43598,REROOF,11410 1ST ST,WORTHMANN LLC,FINALED
DIS19-08777,HURRICANE MICHAEL,ROOF,43598,REROOF,4707 WINDSOR PARK LN,WORTHMANN LLC,FINALED
DIS19-08778,HURRICANE MICHAEL,ROOF,43598,REROOF,1257 AIRPORT RD,WORTHMANN LLC,ISSUED
DIS19-08779,HURRICANE MICHAEL,ROOF,43598,REROOF,3714 HALEY LN,WORTHMANN LLC,FINALED
DIS19-08780,HURRICANE MICHAEL,ROOF,43598,REROOF,2140 TRINITY ST,WORTHMANN LLC,FINALED
DIS19-08781,HURRICANE MICHAEL,ROOF,43598,REROOF HURRICANE REPAIRS,1111 BOZY DR,COASTAL METAL ROOFING INC,FINALED
DIS19-08782,HURRICANE MICHAEL,ELECTRICAL,43598,Service repair from storm,2638 A CANAL AVE,ABOVE ALL CONSTRUCTION AND REM...,ISSUED
DIS19-08783,HURRICANE MICHAEL,ELECTRICAL,43598,Service repair after storm dam...,2642 A CANAL AVE,ABOVE ALL CONSTRUCTION AND REM...,ISSUED
DIS19-08784,HURRICANE MICHAEL,ROOF,43598,COMM REROOF  STROM DAMAGE,6135 NORTH LAGOON DR,A TO Z ROOFING INC,FINALED
DIS19-08785,HURRICANE MICHAEL,ROOF,43598,Reroof after storm,7240 LAKE SUZZANNE WAY,"CREECH, NORMA J",FINALED
DIS19-08786,HURRICANE MICHAEL,INTERIOR,43606,STORM DAMAGE REPAIR INTERIOR,3913 ORIOLE ST,RECROMAX LLC (,ISSUED
DIS19-08787,HURRICANE MICHAEL,ROOF,43598,"GOODWILL BLDG A,B,C,D, E,F,G, ...",6200 NORTH LAGOON DR,BUCHANAN SERVICES LLC& PARAMOU...,FINALED
DIS19-08788,HURRICANE MICHAEL,ROOF,43598,REPLACEMENT ROOF 42SQ,7943 CHARLES MICHAEL DR,Guyson (roofing) Construction ...,FINALED
DIS19-08789,HURRICANE MICHAEL,ROOF,43599,DAMAGED ROOF REPAIR,7502 PITTSBURGH ST,"WILLIAMS, CAMERON D & SHELIA R",ISSUED
DIS19-08790,HURRICANE MICHAEL,ELECTRICAL,43599,RV PRE-INSPECTION FOR POWER,7426 BAY CREST RD,OWNER/BUILDER,FINALED
DIS19-08791,HURRICANE MICHAEL,ROOF,43599,ROOF REPLACEMENT,5310 SUNWOOD RD,AKC Contracting,ISSUED
DIS19-08792,HURRICANE MICHAEL,ROOF,43599,REROOF,4020 EASY ST,REROOF AMERICA CORPORATION,FINALED
DIS19-08793,HURRICANE MICHAEL,ELECTRICAL,43599,SERVICE REPAIR TO EXSISTING PO...,8939 DOROTHY FARRIS RD,OWNER/BUILDER,FINALED
DIS19-08794,HURRICANE MICHAEL,ROOF,43599,REROOF,12938 CRYSTAL SPRINGS RD,NEAL STRICKLAND ROOFING INC,FINALED
DIS19-08795,HURRICANE MICHAEL,EXTERIOR,43608,COMM CANOPY REPAIR,7807 NORTH LAGOON DR,CHAPMAN CANOPY INC,ISSUED
DIS19-08796,HURRICANE MICHAEL,ROOF,43599,REPLACEMENT ROOF 24SQ,8811 CROOK HOLLOW RD,MAIN STREET CONSTRUCTION SERVI...,FINALED
DIS19-08797,HURRICANE MICHAEL,ROOF, ,REROOF,2225 24TH ST W,JERRY WILSON'S ROOFING COMPANY,APPROVED
DIS19-08798,HURRICANE MICHAEL,ROOF, ,REROOF,4425 BAYWOOD DR,JERRY WILSON'S ROOFING COMPANY,APPROVED
DIS19-08799,HURRICANE MICHAEL,VINYL SIDING, ,SIDING & FASCIA,1510 TROUT LN,STAY DRY EXTERIORS,ISSUED
DIS19-08800,HURRICANE MICHAEL,ROOF,43599,ROOF REPLACEMENT,1510 TROUT LN,STAY DRY EXTERIORS,ISSUED
DIS19-08801,HURRICANE MICHAEL,ELECTRICAL,43599,Temp Power Pole,3138 ORLANDO RD,JERRY PYBUS ELECTRIC INC,FINALED
DIS19-08802,HURRICANE MICHAEL,ROOF,43599,DAMAGED ROOF REPAIR,8225 HIGH POINT LN,J & S ROOFING & CONST,FINALED
DIS19-08803,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43424,INTERIOR/EXTERIOR,2739 15TH ST E,OWNER/BUILDER,ISSUED
DIS19-08804,HURRICANE MICHAEL,EXTERIOR,43599,DAMAGED SIDING REPAIR,7837 DEERFIELD LN,ENERGY CONTROL PRODUCTS LLC,FINALED
DIS19-08805,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43599,DAMAGED INT EXT REPAIR,309 BAYSHORE DR,"THARPE, DALVA KYLE",FINALED
DIS19-08806,HURRICANE MICHAEL,EXTERIOR,43599,REPLACE VINYL SIDING,920 RAINELLI CT,"HONEY2DO, INC.",ISSUED
DIS19-08807,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43599,INTERIOR/EXTERIOR REPAIRS,4918 MC CALL LN,"HONEY2DO, INC.",WITHDRAWN
DIS19-08808,HURRICANE MICHAEL,ROOF,43599,ROOF REPLACEMENT,1213 PROSPECT PROMENADE,CROWN EXTERIORS FLORIDA LLC,FINALED
DIS19-08809,HURRICANE MICHAEL,ROOF,43599,REROOF,204 BUNKER LN,E-Z GENERAL & ROOFING CONTRACT...,FINALED
DIS19-08810,HURRICANE MICHAEL,ROOF,43601,DAMAGED ROOF REPAIR,1135 PLANTATION DR,PARAMOUNT CONSTRUCTION & DEVEL...,WITHDRAWN
DIS19-08811,HURRICANE MICHAEL,DEMOLITION,43599,Demo from storm damage,210 SUNSET LN,"Syfrett Development, Inc",ISSUED
DIS19-08812,HURRICANE MICHAEL,INTERIOR/EXTERIOR,43599,REPAIR STORM DAMAGE,545 GROUPER DR,JAV CONTRACTORS INC,FINALED
DIS19-08813,HURRICANE MICHAEL,ROOF,43599,DAMAGED ROOF REPAIR,512 OTTO RD,LISTER CONSTRUCTION LLC,ISSUED
DIS19-08814,HURRICANE MICHAEL,ROOF,43599,REPLACEMENT ROOF 9SQ,1219 THOMAS DR 142,"ART CONSTRUCTION  OF NW FL, LL...",FINALED
DIS19-08815,HURRICANE MICHAEL,ROOF,43599,REPLACEMENT ROOF 12 SQ,8020 JOHNNY LN,"ART CONSTRUCTION  OF NW FL, LL...",ISSUED
DIS19-08816,HURRICANE MICHAEL,ROOF,43599,REPLACEMENT ROOF 65SQ,2524 PRETTY BAYOU ISLAND DR,"ART CONSTRUCTION  OF NW FL, LL...",FINALED
DIS19-08817,HURRICANE MICHAEL,ROOF,43599,REROOF,18129 HWY 231,"PRICE'S ""RIGHT"" ROOFING",FINALED
DIS19-08818,HURRICANE MICHAEL,MECHANICAL,43600,DUCTWORK & CHANGE OUT,2212 WASHINGTON ST,ALL AMERICAN AIR CONDITIONING ...,ISSUED
